,Player,League,Nation,Pos,Squad,Born,90s,Gls/90,Sh/90,AvgShotDist,npxG/90,npxG/Sh,np:G-xG,TotDist/pass,PrgDist/Pass,Short%,Med%,Long%,Ast,xAG,xA,A-xAG,PropShort,PropMed,PropLong,PropAssistShots,PropFinalThirdPasses,PropPassinPA,PropCrossinPA,TotPassAtt,Sw,Crs,TI,PropPassBlocked,Shot-Creating Pass/90,Shot-Creating Drib/90,Shot-CreatingSh/90,Prop Def Pen Touches,Prop Def 3rd Touches,Prop Mid 3rd Touches,Prop Att 3rd Touches,Prop Att Pen Touches,AttDribbles,DribSucc%,RecPass/Misplayed,Dis,PropPassRecProg,TotalTouches,Tkl,PropTkl Def 3rd,PropTkl Mid 3rd,PropTkl Att 3rd,DribTkl,DribTkl%,Past,Blocks,PropBlockSh,PropBlockPass,Int,Clr,Starts,Mn/Start,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,onG-xG,onGA-xGA,G-xG+/-,Fls,Fld,TimesOffside,Recov,DuelWin%,AerialDuels
15,Omar Alderete,La-Liga,PAR,DF,Valencia,1996.0,0.7026315789473684,0.0749063670411985,0.67,16.7,0.033707865168539325,0.05,0.04119850187265918,23.789655172413795,11.73448275862069,0.765,0.73,0.40299999999999997,0.0,0.3,0.018726591760299626,-0.3,0.20811654526534862,0.39334027055150883,0.3642039542143601,0.006896551724137931,0.13448275862068965,0.01206896551724138,0.0,0.10948790479468692,0.044076848383964494,0.004300180330142877,0.0749063670411985,0.006450270495214316,0.4868913857677903,0.03745318352059925,0.0,0.14088820826952528,0.35987748851454826,0.4563552833078101,0.023736600306278718,0.019142419601837674,1.2026251589183248,0.929,28.57894736842105,0.149812734082397,0.1475138121546961,0.10309077048032719,3.5195367492761704,0.6415094339622641,0.32075471698113206,0.03773584905660377,1.9850187265917603,0.642,19.0,1.9921906127978324,0.6,0.39999999999999997,2.324222381597471,5.730337078651686,28,84.0,2.7488575060990277,2.920661100230217,0.5384615384615385,0.19,0.9956018279902417,0.9875410838492701,0.9285714285714285,0.4851889683350354,0.0,3.749999999999997,2.7890668579169655,0.6013125794591624,0.0,5.917602996254682,0.639,4.044943820224719
16,Iván Alejo,La-Liga,ESP,MF,Cádiz,1995.0,0.3105263157894737,0.1694915254237288,1.01,21.5,0.11016949152542373,0.11,0.05932203389830508,16.212435233160623,6.186528497409325,0.7979999999999999,0.635,0.303,0.1694915254237288,2.3,0.17796610169491525,-0.3,0.39209726443769,0.25835866261398177,0.23100303951367782,0.10362694300518134,0.09844559585492228,0.0,0.11917098445595854,0.08244688086622956,0.004865034526051476,0.23595417451349657,0.5084745762711864,0.043785310734463276,2.6271186440677963,0.2542372881355932,0.0847457627118644,0.039999999999999994,0.1733333333333333,0.3466666666666666,0.39809523809523806,0.0419047619047619,8.8234087084992,0.349,8.175,1.4406779661016949,1.4434250764525993,0.09045412049123615,4.764242196748765,0.6363636363636365,0.30303030303030304,0.06060606060606061,3.7288135593220337,0.341,29.0,1.7324517079086421,0.0,1.0,1.1549678052724281,1.4406779661016949,11,73.0,2.8727377190462513,1.8467599622440185,-1.0,1.23,0.9711000037581268,0.8431432973805854,0.2692307692307693,-0.12753817754656868,4.347457627118638,-0.9508196721311476,5.34172609938498,6.771453194894734,0.423728813559322,6.271186440677965,0.478,1.9491525423728813
17,Carles Aleñá,La-Liga,ESP,MF,Getafe,1998.0,0.6789473684210526,0.03875968992248062,1.78,24.2,0.08914728682170542,0.05,-0.050387596899224806,17.07320644216691,3.5900439238653,0.863,0.8590000000000001,0.585,0.07751937984496124,1.5,0.05426356589147286,0.5,0.43728423475258915,0.35903337169159955,0.12197928653624857,0.029282576866764273,0.09663250366032211,0.013177159590043922,0.007320644216691068,0.09648015964387137,0.011125466551823142,0.04895205282802182,0.07751937984496124,0.02781366637955785,1.8992248062015504,0.07751937984496124,0.15503875968992248,0.008174386920980926,0.11444141689373295,0.5758401453224341,0.2888283378746594,0.012715712988192551,3.26888951153451,0.486,17.155555555555555,1.2403100775193798,2.005181347150259,0.08659304250423157,1.7889087656529516,0.40740740740740744,0.48148148148148157,0.11111111111111112,1.8604651162790697,0.188,39.0,1.3913734843967402,0.09523809523809523,0.9047619047619048,0.9938382031405288,0.6201550387596899,30,76.0,2.1481273932941067,1.8679368637340057,-0.5714285714285714,1.02,0.9040059416051618,0.8830228884235276,0.8260869565217391,-9.205426356589221,6.505167958656312,9.749999999999991,3.312794010468429,3.4556831979079106,0.03875968992248062,5.0,0.342,1.4728682170542635
20,Yeray Álvarez,La-Liga,ESP,DF,Athletic Club,1995.0,0.5447368421052632,0.0,0.34,14.1,0.028985507246376812,0.09,-0.028985507246376812,19.74278846153846,7.998798076923077,0.9009999999999999,0.9009999999999999,0.544,0.0,0.2,0.014492753623188406,-0.2,0.3159960745829244,0.4749754661432777,0.17664376840039253,0.004807692307692308,0.058894230769230775,0.002403846153846154,0.0,0.11670505648787981,0.013866523528359279,0.004159957058507783,0.04830917874396135,0.01247987117552335,0.7729468599033816,0.0,0.0,0.12639109697933226,0.35771065182829886,0.47297297297297297,0.03259141494435612,0.010333863275039745,0.30130464913073607,0.667,59.36363636363636,0.14492753623188406,0.12679938744257274,0.1080155276275177,2.2339504621485022,0.625,0.3333333333333333,0.041666666666666664,0.8695652173913043,0.556,8.0,1.9547066543799396,0.7619047619047619,0.2380952380952381,4.188657116528441,4.685990338164252,21,88.0,2.008697660871574,2.008697660871574,0.0,-0.4,1.052855924978687,0.9347937398428283,1.517241379310345,1.80354267310789,0.5209557383470426,2.275,2.140869192892315,1.305653479566523,0.04830917874396135,6.811594202898551,0.5770000000000001,4.685990338164252
21,Dani Alves,La-Liga,BRA,DF,Barcelona,1983.0,0.32105263157894737,0.0819672131147541,0.41,31.4,0.02459016393442623,0.05,0.05737704918032787,15.138797814207653,4.808743169398908,0.94,0.843,0.532,0.24590163934426232,2.3,0.2540983606557377,0.7,0.5325987144168962,0.2874196510560147,0.12947658402203854,0.024043715846994537,0.09289617486338798,0.013114754098360656,0.01639344262295082,0.1247628086859051,0.03293867638129934,0.17645719489981787,7.622950819672131,0.02588038858530662,2.1311475409836067,0.0,0.0,0.023931623931623937,0.1564102564102564,0.582905982905983,0.23162393162393163,0.005128205128205129,1.532097441397273,1.0,79.3,0.49180327868852464,0.2,0.1265061372264369,6.868760875538054,0.43333333333333335,0.43333333333333335,0.13333333333333333,2.1311475409836067,0.5379999999999999,12.0,2.2895869585126847,0.30000000000000004,0.7000000000000001,2.518545654363953,0.819672131147541,13,84.0,3.319544456360758,1.2767478678310606,1.6582278481012658,0.77,0.9615710584303944,0.9939039459593048,0.9178082191780823,52.95081967213174,4.6721311475409895,3.714285714285712,6.181884787984248,0.7660487206986365,0.0,8.032786885245901,0.529,1.3934426229508197
23,Amath,La-Liga,SEN,FW,Mallorca,1996.0,0.2578947368421053,0.0,1.12,17.3,0.1530612244897959,0.14,-0.1530612244897959,12.855345911949685,3.1949685534591192,0.8320000000000001,0.815,0.875,0.1020408163265306,0.8,0.0510204081632653,0.2,0.5297029702970296,0.2673267326732673,0.0396039603960396,0.03773584905660377,0.06918238993710692,0.025157232704402517,0.006289308176100628,0.058362770695745664,0.0,0.0205026455026455,0.3061224489795918,0.026360544217687073,1.1224489795918366,0.2040816326530612,0.4081632653061224,0.033536585365853654,0.1371951219512195,0.4024390243902439,0.3567073170731707,0.07012195121951219,6.9829256205793575,0.484,8.4,1.9387755102040816,2.146666666666667,0.06543379815269217,3.9174719247845387,0.5238095238095238,0.2857142857142857,0.19047619047619047,1.7346938775510203,0.41200000000000003,10.0,2.2385553855911646,0.0,1.0,1.3058239749281795,0.7142857142857142,9,68.0,2.252556651799793,2.9283236473397305,0.4366197183098592,0.55,1.1103896103896103,0.9140451760814823,0.1111111111111111,1.2602040816326519,0.08913910391742907,0.16666666666666666,3.5443793605193443,4.054601973239627,0.6122448979591836,3.4693877551020407,0.2,2.5510204081632653
25,José Ángel,La-Liga,ESP,DF,Osasuna,1989.0,0.3157894736842105,0.08333333333333333,0.91,27.3,0.024999999999999998,0.03,0.05833333333333333,20.8135593220339,8.947457627118645,0.871,0.765,0.613,0.08333333333333333,1.4,0.15,-0.4,0.354140127388535,0.37961783439490443,0.243312101910828,0.013559322033898305,0.12203389830508475,0.016949152542372885,0.022033898305084745,0.13765261460492972,0.07654320987654321,0.11003086419753087,10.916666666666666,0.021527777777777778,1.1666666666666667,0.16666666666666666,0.08333333333333333,0.03773584905660378,0.1942286348501665,0.5172031076581577,0.24750277469478357,0.0033296337402885685,5.152807391613361,0.69,36.57142857142857,1.75,0.46875,0.1383957444056396,3.138731952291274,0.44999999999999996,0.44999999999999996,0.09999999999999999,1.1666666666666667,0.643,5.0,0.9416195856873822,0.16666666666666666,0.8333333333333334,1.569365976145637,1.75,12,78.0,2.4875621890547266,3.553660270078181,1.3513513513513513,-0.19,1.1236559139784947,1.4211065573770492,2.8636363636363638,0.28787878787878746,-2.734848484848485,-0.28571428571428564,1.569365976145637,0.8884150675195452,0.0,6.5,0.625,1.3333333333333335
27,Mauro Arambarri,La-Liga,URU,MF,Getafe,1995.0,0.7789473684210527,0.0,1.25,27.8,0.05743243243243243,0.05,-0.05743243243243243,21.038585209003216,5.82529474812433,0.8320000000000001,0.8,0.621,0.16891891891891891,2.8,0.09121621621621621,2.2,0.3285939968404423,0.35150078988941547,0.2685624012638231,0.04823151125401929,0.0932475884244373,0.003215434083601285,0.0053590568060021436,0.11226117206315225,0.03103103103103103,0.11248748748748749,0.06756756756756756,0.028121871871871873,1.1486486486486487,0.06756756756756756,0.06756756756756756,0.02029169308814204,0.15916296766011415,0.6131896005072923,0.19784400760938492,0.009511731135066582,4.0703353956366,0.64,21.428571428571427,1.2162162162162162,1.1182222222222222,0.1081073865022175,3.58050358050358,0.30645161290322587,0.5161290322580645,0.1774193548387097,2.2972972972972974,0.294,48.0,2.0212520212520215,0.14285714285714285,0.857142857142857,1.8480018480018479,0.6081081081081081,31,86.0,2.523607945294692,2.1979811136437646,-0.6666666666666667,1.56,1.0800695905486326,0.9430639169975661,0.43478260869565216,-9.307432432432485,4.279279279279261,8.624999999999993,2.9452529452529452,3.9075219798111362,0.0,6.148648648648648,0.509,1.7905405405405403
28,Néstor Araujo,La-Liga,MEX,DF,Celta Vigo,1991.0,0.7657894736842106,0.0,0.28,21.5,0.013745704467353952,0.05,-0.013745704467353952,19.910256410256412,5.181749622926094,0.9009999999999999,0.924,0.617,0.0,0.2,0.013745704467353952,-0.2,0.284887459807074,0.5234726688102894,0.16270096463022507,0.0015082956259426848,0.04298642533936652,0.001508295625942685,0.0007541478129713424,0.10606714737418052,0.007891052564592082,0.0029591447117220315,0.10309278350515463,0.007891052564592082,0.41237113402061853,0.034364261168384876,0.034364261168384876,0.10022271714922049,0.42204899777282856,0.440423162583519,0.02951002227171492,0.0077951002227171495,0.4980327705563025,0.625,104.45454545454544,0.1374570446735395,0.07597911227154049,0.0944197470196035,1.6875306823760434,0.7727272727272726,0.2272727272727273,0.0,0.7216494845360825,0.429,12.0,1.3040009818360334,0.5882352941176472,0.411764705882353,2.071060382916053,3.608247422680412,29,87.0,1.99213108222521,1.8676228895861344,inf,0.29,0.9227576767699065,0.9161955437312934,0.857142857142857,0.3529302498374667,0.9497032177444535,1.3571428571428572,1.4574128620520375,0.6225409631953782,0.0,5.498281786941581,0.568,3.8144329896907214
29,Ronald Araújo,La-Liga,URU,DF,Barcelona,1999.0,0.6631578947368421,0.15873015873015872,0.71,12.6,0.07142857142857144,0.1,0.08730158730158731,18.947015425888665,5.92823608316566,0.9390000000000001,0.945,0.636,0.0,1.2,0.03174603174603175,-1.2,0.32731648616125153,0.5270758122743683,0.12575210589651026,0.005365526492287055,0.04963112005365526,0.0006706908115358816,0.002012072434607646,0.10225733215383759,0.023919753086419755,0.007973251028806584,1.746031746031746,0.006834215167548501,0.4761904761904762,0.0,0.07936507936507936,0.09386666666666665,0.32426666666666665,0.5317333333333333,0.035199999999999995,0.014933333333333333,0.49448647579488697,0.75,77.8235294117647,0.2380952380952381,0.17142857142857143,0.09814909405286745,4.544648399397003,0.7073170731707318,0.29268292682926833,0.0,0.9920634920634921,0.84,4.0,4.101268067748515,0.5405405405405406,0.45945945945945943,2.5494369069788063,2.619047619047619,25,86.0,2.966918854769322,1.7925134747564655,0.9493670886075949,-0.11,0.9711378396755058,1.0040280768923986,0.9315068493150686,22.116402116402366,-2.094356261022933,0.9047619047619034,2.7711270728030506,0.7417297136923305,0.03968253968253968,5.357142857142858,0.7140000000000001,3.3333333333333335
35,Marco Asensio,La-Liga,ESP,FW,Real Madrid,1996.0,0.5052631578947369,0.5208333333333334,3.33,18.9,0.43750000000000006,0.13,0.08333333333333334,14.830369357045143,2.8536251709986318,0.9179999999999999,0.847,0.539,0.0,3.0,0.15625,-3.0,0.5055928411633109,0.29194630872483224,0.11409395973154363,0.04240766073871409,0.08071135430916553,0.023255813953488372,0.0027359781121751026,0.07051952580195259,0.020929783950617287,0.10614390432098766,0.8333333333333334,0.03587962962962963,2.1875,0.2604166666666667,0.46875,0.010357815442561206,0.07532956685499058,0.3851224105461393,0.45480225988700557,0.0743879472693032,3.4780189204229273,0.675,43.57894736842105,1.3020833333333335,2.6666666666666665,0.07382771338250792,1.5586034912718203,0.5,0.33333333333333337,0.16666666666666669,0.9375,0.222,14.0,1.0390689941812137,0.125,0.875,1.5586034912718203,0.3125,19,79.0,3.6519198664440737,1.1303561491374514,1.1705426356589148,0.44,1.0886670891423742,1.0306448824343015,1.1728395061728394,-2.51893939393941,1.3923207364341081,0.5846994535519126,1.0390689941812137,1.7390094602114636,0.10416666666666667,4.322916666666667,0.0,0.46875
36,Iago Aspas,La-Liga,ESP,FW,Celta Vigo,1987.0,0.9026315789473683,0.5247813411078718,2.48,16.5,0.31486880466472306,0.13,0.12244897959183675,14.301652892561982,2.692148760330578,0.816,0.7040000000000001,0.507,0.1457725947521866,6.7,0.16909620991253646,-1.7,0.4843180160466813,0.27571115973741794,0.10795040116703136,0.058884297520661155,0.06198347107438017,0.03615702479338843,0.007231404958677685,0.07549604896477762,0.014226325450815248,0.0903790087463557,0.5247813411078718,0.03933160565813627,2.623906705539359,0.17492711370262393,0.3206997084548105,0.012971698113207546,0.05306603773584905,0.39976415094339623,0.4209905660377358,0.11320754716981132,4.38374107406938,0.614,19.208955223880597,0.9329446064139942,7.009246309246309,0.07564517240298661,0.9110787172011663,0.07142857142857144,0.35714285714285715,0.5714285714285715,0.6997084548104957,0.16699999999999998,20.0,1.496772178259059,0.08695652173913043,0.9130434782608695,0.7158475635152021,0.5539358600583091,36,85.0,2.1654624582752358,2.0598301432374195,inf,0.6,0.991628220575474,1.0229944512367157,1.714285714285714,0.23953983137656457,1.1414435904231806,2.142857142857143,1.4316951270304041,2.6408078759454092,0.5830903790087464,3.294460641399417,0.40700000000000003,1.5743440233236152
