,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
83,84,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,18.0,3,16,5,31.3,0.89,0.28,0.19,0.60,18.1,0,0,0,1.5,1.5,0.09,+1.5,+1.5,Matches
84,85,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,31,1990,25.0,3,27,9,33.3,1.08,0.36,0.07,0.22,24.7,7,1,1,2.5,1.7,0.06,+0.5,+0.3,Matches
85,86,Sofiane Boufal,ma MAR,"FW,MF",Angers,27,1993,25.9,8,60,24,40.0,2.32,0.93,0.08,0.21,21.7,10,3,3,9.2,6.9,0.12,-1.2,-1.9,Matches
86,87,Farid Boulaya,dz ALG,"MF,FW",Metz,28,1993,17.0,4,19,6,31.6,1.12,0.35,0.21,0.67,24.2,6,0,0,1.9,1.9,0.10,+2.1,+2.1,Matches
87,88,Ismaëlben Boura,fr FRA,DF,Lens,20,2000,1.1,0,1,0,0.0,0.95,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
88,89,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,27,1994,35.5,11,51,21,41.2,1.44,0.59,0.22,0.52,17.3,8,0,0,6.3,6.3,0.12,+4.7,+4.7,Matches
89,90,Redwan Bourles,fr FRA,"MF,FW",Lorient,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90,91,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,4.6,0,1,0,0.0,0.22,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
91,92,Bilal Brahimi,dz ALG,MF,Nice,21,2000,4.2,0,4,0,0.0,0.95,0.00,0.00,,14.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
92,93,Bilal Brahimi,dz ALG,FW,Angers,21,2000,3.8,0,6,2,33.3,1.60,0.53,0.00,0.00,17.7,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
93,94,Lilian Brassier,fr FRA,DF,Brest,21,1999,25.1,1,11,2,18.2,0.44,0.08,0.09,0.50,18.5,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
94,95,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,35,1985,2.5,2,8,2,25.0,3.19,0.80,0.13,0.50,17.2,0,1,2,2.6,1.0,0.13,-0.6,0.0,Matches
95,96,Dylan Bronn,tn TUN,DF,Metz,26,1995,28.3,1,15,7,46.7,0.53,0.25,0.07,0.14,13.6,0,0,0,2.0,2.0,0.13,-1.0,-1.0,Matches
96,97,Osman Bukari,gh GHA,"FW,MF",Nantes,22,1998,11.2,2,20,9,45.0,1.78,0.80,0.10,0.22,18.2,0,0,0,2.0,2.0,0.10,0.0,0.0,Matches
97,98,Maxime Busi,be BEL,DF,Reims,21,1999,14.4,1,6,2,33.3,0.42,0.14,0.17,0.50,13.6,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
98,99,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,2.2,0,1,0,0.0,0.45,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
99,100,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
100,101,Rémy Cabella,fr FRA,"MF,FW",Montpellier,31,1990,3.5,0,2,0,0.0,0.58,0.00,0.00,,10.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
101,102,Jimmy Cabot,fr FRA,DF,Angers,27,1994,22.3,0,11,3,27.3,0.49,0.13,0.00,0.00,22.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
102,103,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,26.6,1,15,4,26.7,0.56,0.15,0.07,0.25,18.1,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
103,104,Mathieu Cafaro,fr FRA,"MF,FW",Reims,24,1997,2.1,0,6,2,33.3,2.81,0.94,0.00,0.00,22.5,1,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
104,105,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,6.9,0,1,0,0.0,0.15,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
105,106,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,17.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
106,107,Jens Cajuste,se SWE,"MF,FW",Reims,21,1999,4.0,2,8,6,75.0,1.98,1.48,0.13,0.17,16.9,0,1,1,1.8,1.0,0.13,+0.2,0.0,Matches
107,108,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,22.9,2,12,4,33.3,0.53,0.18,0.17,0.50,10.6,0,0,0,2.1,2.1,0.18,-0.1,-0.1,Matches
108,109,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
109,110,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,23,1998,34.1,3,28,15,53.6,0.82,0.44,0.11,0.20,18.7,0,0,0,2.9,2.9,0.10,+0.1,+0.1,Matches
110,111,Mamadou Camara,fr FRA,FW,Troyes,20,2001,0.4,0,1,1,100.0,2.25,2.25,0.00,0.00,12.6,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
111,112,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,113,Fali Candé,gw GNB,DF,Metz,23,1998,10.8,0,6,2,33.3,0.55,0.18,0.00,0.00,27.0,3,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
113,114,Pierrick Capelle,fr FRA,"MF,DF",Angers,34,1987,13.3,0,17,1,5.9,1.28,0.08,0.00,0.00,19.5,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
114,115,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,25.9,0,15,2,13.3,0.58,0.08,0.00,0.00,22.3,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
115,116,Irvin Cardona,fr FRA,"FW,MF",Brest,23,1997,14.8,4,26,12,46.2,1.75,0.81,0.15,0.33,15.4,0,0,0,3.4,3.4,0.13,+0.6,+0.6,Matches
116,117,Igor Carioca,br BRA,DF,Lorient,24,1996,17.5,0,14,6,42.9,0.80,0.34,0.00,0.00,22.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
117,118,Moreto Cassamã,gw GNB,MF,Reims,23,1998,8.9,2,11,7,63.6,1.24,0.79,0.18,0.29,26.8,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
118,119,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,27.9,1,16,4,25.0,0.57,0.14,0.06,0.25,10.8,0,0,0,1.9,1.9,0.12,-0.9,-0.9,Matches
119,120,Zeki Çelik,tr TUR,DF,Lille,24,1997,30.0,2,23,3,13.0,0.77,0.10,0.09,0.67,19.5,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
120,121,Fabien Centonze,fr FRA,DF,Metz,25,1996,17.6,4,15,7,46.7,0.85,0.40,0.27,0.57,20.8,0,0,0,1.0,1.0,0.07,+3.0,+3.0,Matches
121,122,Leonardo César Jardim,br BRA,GK,Lille,26,1995,17.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
122,123,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
123,124,Nassim Chadli,fr FRA,"MF,DF",Troyes,20,2001,1.1,0,2,0,0.0,1.87,0.00,0.00,,22.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
124,125,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
125,126,Dylan Chambost,fr FRA,"MF,FW",Troyes,23,1997,8.4,0,10,1,10.0,1.20,0.12,0.00,0.00,20.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
126,127,Brendan Chardonnet,fr FRA,DF,Brest,26,1994,29.8,3,14,6,42.9,0.47,0.20,0.21,0.50,13.7,0,0,0,1.8,1.8,0.13,+1.2,+1.2,Matches
127,128,Xavier Chavalerin,fr FRA,MF,Troyes,30,1991,30.2,5,31,10,32.3,1.03,0.33,0.16,0.50,19.0,0,0,0,1.9,1.9,0.06,+3.1,+3.1,Matches
128,129,Xavier Chavalerin,fr FRA,MF,Reims,30,1991,2.4,0,3,0,0.0,1.23,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
129,130,Rayan Cherki,fr FRA,"FW,MF",Lyon,17,2003,4.9,0,14,3,21.4,2.86,0.61,0.00,0.00,21.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
130,131,Pedro Chirivella,es ESP,MF,Nantes,24,1997,29.3,3,21,6,28.6,0.72,0.20,0.14,0.50,21.2,0,0,0,1.2,1.2,0.06,+1.8,+1.8,Matches
131,132,Joris Chotard,fr FRA,MF,Montpellier,19,2001,32.6,1,18,3,16.7,0.55,0.09,0.06,0.33,20.9,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
132,133,Alexis Claude-Maurice,fr FRA,MF,Nice,23,1998,2.3,0,6,1,16.7,2.58,0.43,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
133,134,Jonathan Clauss,fr FRA,DF,Lens,28,1992,33.8,5,40,16,40.0,1.18,0.47,0.13,0.31,22.1,12,0,0,3.0,3.0,0.08,+2.0,+2.0,Matches
134,135,Marcus Coco,fr FRA,"MF,FW",Nantes,25,1996,10.3,1,12,3,25.0,1.16,0.29,0.08,0.33,17.4,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
135,136,Abdu Conté,pt POR,DF,Troyes,23,1998,15.0,0,5,1,20.0,0.33,0.07,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
136,137,Sébastien Corchia,fr FRA,DF,Nantes,30,1990,14.7,0,11,3,27.3,0.75,0.20,0.00,0.00,27.7,4,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
137,138,Maxwel Cornet,ci CIV,DF,Lyon,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
138,139,David Pereira da Costa,pt POR,"MF,FW",Lens,20,2001,16.3,3,25,8,32.0,1.54,0.49,0.12,0.38,19.9,0,0,0,2.9,2.9,0.11,+0.1,+0.1,Matches
139,140,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
140,141,Kalifa Coulibaly,ml MLI,FW,Nantes,29,1991,9.4,5,26,10,38.5,2.75,1.06,0.19,0.50,9.2,0,0,0,5.1,5.1,0.20,-0.1,-0.1,Matches
141,142,Nicolas Cozza,fr FRA,DF,Montpellier,22,1999,30.8,2,6,3,50.0,0.19,0.10,0.33,0.67,14.5,0,0,0,1.4,1.4,0.23,+0.6,+0.6,Matches
142,143,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,26,1995,1.1,0,3,1,33.3,2.65,0.88,0.00,0.00,14.1,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches
